tax_id	superkingdom	phylum	class	order	family	genus	species
983	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Pleurophoma	Pleurophoma_sp
984	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Bambusicolaceae	Bambusicola	Bambusicola_irregularispora
985	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Sultanimyces	Sultanimyces_sp
986	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_sylvestris
987	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Udeniozyma	Udeniozyma_sp
988	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Simocybe	Simocybe_sp
989	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Phialophora	Phialophora_avicenniae
990	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	unidentified	Myxotrichaceae_sp
991	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosulcatispora	Neosulcatispora_strelitziae
992	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_ampeli
993	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_lunariae
994	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium_globosum
995	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	unidentified	Saccharomycetales_fam_Incertae_sedis_sp
996	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Phyllostictaceae	Phyllosticta	Phyllosticta_catimbauensis
997	Fungi	Ascomycota	Sordariomycetes	Branch06	unidentified	unidentified	Branch06_sp
998	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Grammothele	Grammothele_quercina
999	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Paradictyoarthriniaceae	Xenomassariosphaeria	Xenomassariosphaeria_sp
1000	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Piptocephalis	Piptocephalis_indica
1001	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	unidentified	unidentified	Trechisporales_sp
1002	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_lycii
1003	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_laxitexta
1004	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	unidentified	Peniophoraceae_sp
1005	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_erikssonii
1006	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Inonotus	Inonotus_rickii
1007	Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora	Acarospora_fuscata
1008	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Anguillospora	Anguillospora_furtiva
1009	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe_polygoni
1010	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Eleutherascus	Eleutherascus_lectardii
1011	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron	Auxarthron_thaxteri
1012	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	unidentified	Lophiostomataceae_sp
1013	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gliocladiopsis	Gliocladiopsis_sp
1014	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	unidentified	Dacrymycetaceae_sp
1015	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	Cistella_sp
1016	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	unidentified	unidentified	Chaetosphaeriales_sp
1017	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pulvinula	Pulvinula_sp
1018	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Cookeina	Cookeina_venezuelae
1019	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Dextrinocystis	Dextrinocystis_calamicola
1020	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	Lachnum_rhytismatis
1021	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Phialemoniopsis	Phialemoniopsis_curvata
1022	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	Megasporaceae	Aspiciliella	Aspiciliella_intermutans
1023	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella_humicola
1024	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Anaeromyces	Anaeromyces_sp
1025	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Cudoniella	Cudoniella_sp
1026	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Inocephalus	Inocephalus_murrayi
1027	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Ripartites	Ripartites_odorus
1028	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	Cytospora_sp
1029	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	Cytospora_berberidis
1030	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Micareaceae	Micarea	Micarea_czarnotae
1031	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	Parabambusicola	Parabambusicola_thysanolaenae
1032	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe_sp
1033	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys_microscaphoides
1034	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_pleuroticola
1035	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Huntiella	Huntiella_moniliformopsis
1036	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Polydesmia	Polydesmia_sp
1037	Fungi	Chytridiomycota	Chytridiomycetes	unidentified	unidentified	unidentified	Chytridiomycetes_sp
1038	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_calospora
1039	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Cerinosterus	Cerinosterus_luteoalbus
1040	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pachylepyrium	Pachylepyrium_carbonicola
1041	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Xanthoparmelia	Xanthoparmelia_subprolixa
1042	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	unidentified	Brachybasidiaceae_sp
1043	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys_phyllophila
1044	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Inonotopsis	Inonotopsis_subiculosa
1045	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_brachyspora
1046	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Exserohilum	Exserohilum_oryzicola
1047	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_sp
1048	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps_clavata
1049	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	Curvularia_sp
1050	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Phaeotheca	Phaeotheca_shathenatiana
1051	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Chaconiaceae	Ochropsora	Ochropsora_sp
1052	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Durotheca	Durotheca_sp
1053	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Roridomyces	Roridomyces_sp
1054	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe_aegerita
1055	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Placynthiaceae	Placynthium	Placynthium_sp
1056	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Cintractiellaceae	Cintractiella	Cintractiella_sp
1057	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_carbonarius
1058	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_velenovskyi
1059	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Vibrissea	Vibrissea_sp
1060	Fungi	Ascomycota	Sordariomycetes	Meliolales	Meliolaceae	Meliola	Meliola_sp
1061	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Paullicorticium	Paullicorticium_allantosporum
1062	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Graphidaceae	Chapsa	Chapsa_leprocarpa
1063	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Hyalocladosporiella	Hyalocladosporiella_tectonae
1064	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_dwaliensis
1065	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Dermea	Dermea_sp
1066	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_cyperacearum
1067	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_zeae
1068	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Erythrophylloporus	Erythrophylloporus_sp
1069	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera_sp
1070	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Piptoporellus	Piptoporellus_sp
1071	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Psoraceae	Psora	Psora_testacea
1072	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Tracylla	Tracylla_eucalypti
1073	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Sarcodon	Sarcodon_sp
1074	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala_bamuru
1075	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Termitomyces	Termitomyces_sp
1076	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum_trichellum
1077	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala_oblonga
1078	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_vesiculosa
1079	Fungi	Basidiomycota	Dacrymycetes	Dacrymycetes_ord_Incertae_sedis	Dacryonaemataceae	Dacryonaema	Dacryonaema_macrosporum
1080	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Harposporium	Harposporium_janus
1081	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala_glacialis
1082	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Barrenia	Barrenia_taeda
1083	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	Eutypa_sp
1084	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala_sp
1085	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Vibrissea	Vibrissea_flavovirens
1086	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dextrinoporus	Dextrinoporus_sp
1087	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	Endochytriaceae	Endochytrium	Endochytrium_sp
1088	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Vibrissea	Vibrissea_truncorum
1089	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Entophlyctis	Entophlyctis_luteolus
1090	Fungi	Ascomycota	Leotiomycetes	Helotiales	Vibrisseaceae	Phialocephala	Phialocephala_urceolata
1091	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Bulbothrix	Bulbothrix_scortella
1092	Fungi	Ascomycota	Dothideomycetes	Jahnulales	Aliquandostipitaceae	Jahnula	Jahnula_sp
1093	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	Rhizophydium_sp
1094	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Daldinia	Daldinia_sp
1095	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium	Rhizoclosmatium_pessaminum
1096	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Reticulascaceae	Kylindria	Kylindria_sp
1097	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	Panaeolus_subbalteatus
1098	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Leptosporella	Leptosporella_arengae
1099	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Verticillium	Verticillium_dahliae
1100	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Coprinus	Coprinus_trigonosporus
1101	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_caligatum
1102	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	unidentified	Chytridiaceae_sp
1103	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Hyphodontia	Hyphodontia_subalutacea
1104	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	Megasporaceae	Circinaria	Circinaria_esculenta
1105	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Hypsizygus	Hypsizygus_marmoreus
1106	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis
1107	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria_sp
1108	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_schimicola
1109	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_gracilis
1110	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Rodwayella	Rodwayella_sp
1111	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	unidentified	Cucurbitariaceae_sp
1112	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	Volvariella_volvacea
1113	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	Lyophyllum_fumosum
1114	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporella	Fomitiporella_sp
1115	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Bacidina	Bacidina_brandii
1116	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia_lindtneri
1117	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_saponaceum
1118	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	Zygosaccharomyces_bisporus
1119	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermales_fam_Incertae_sedis	Leptodiscella	Leptodiscella_africana
1120	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nodulisporium	Nodulisporium_sp
1121	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS07	unidentified	unidentified	GS07_sp
1122	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_triste
1123	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_paraonui
1124	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	Kockovaella_sp
1125	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca	Caloplaca_variabilis
1126	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Tetragoniomycetaceae	unidentified	Tetragoniomycetaceae_sp
1127	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	unidentified	Capnodiaceae_sp
1128	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	unidentified	Onygenaceae_sp
1129	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_scalpturatum
1130	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Lepista	Lepista_glaucocana
1131	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Atractosporocybe	Atractosporocybe_inornata
1132	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Eremothecium	Eremothecium_sinecaudum
1133	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	unidentified	unidentified	Atractiellales_sp
1134	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Parapleurotheciopsis	Parapleurotheciopsis_caespitosa
1135	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_album
1136	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_brunneoviolascens
1137	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella_corium
1138	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Catillariaceae	Placolecis	Placolecis_sp
1139	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_assimilata
1140	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Paracremonium	Paracremonium_binnewijzendii
1141	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Bjerkandera	Bjerkandera_sp
1142	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodosporidiobolus	Rhodosporidiobolus_microsporus
1143	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	Melanogaster	Melanogaster_sp
1144	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Phaeocollybia	Phaeocollybia_festiva
1145	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pseudosigmoidea	Pseudosigmoidea_alnicola
1146	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_equestre
1147	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Uromyces	Uromyces_viciae-fabae
1148	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	Eutypa_tetragona
1149	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physconia	Physconia_perisidiosa
1150	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_fijiensis
1151	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	unidentified	Mycosphaerellaceae_sp
1152	Fungi	Ascomycota	Lecanoromycetes	Leprocaulales	Leprocaulaceae	Leprocaulon	Leprocaulon_americanum
1153	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Erythrophylloporus	Erythrophylloporus_cinnabarinus
1154	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Pecoramyces	Pecoramyces_sp
1155	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	unidentified	unidentified	Lobulomycetales_sp
1156	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_davisiae
1157	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Monacrosporium	Monacrosporium_doedycoides
1158	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Simocybe	Simocybe_serrulata
1159	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Simocybe	Simocybe_centunculus
1160	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_adscendens
1161	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Erysiphe	Erysiphe_carpini-laxiflorae
1162	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_carotiincultae
1163	Fungi	Zoopagomycota	Zoopagomycetes	Zoopagales	Piptocephalidaceae	Syncephalis	Syncephalis_sp
1164	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Termitomyces	Termitomyces_microcarpus
1165	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_virens
1166	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Physconia	Physconia_muscigena
1167	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	unidentified	Bionectriaceae_sp
1168	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Chlorociboria	Chlorociboria_sp
1169	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_daejeonium
1170	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Reticulascaceae	Cylindrotrichum	Cylindrotrichum_sp
1171	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycopsidaceae	Saccharomycopsis	Saccharomycopsis_schoenii
1172	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	Dioszegia_fristingensis
1173	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_citrinus
1174	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Aigialaceae	Aigialus	Aigialus_parvus
1175	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Pidoplitchkoviella	Pidoplitchkoviella_sp
1176	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	Chrysosporium_undulatum
1177	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps_sobolifera
1178	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	Cercospora_ampelopsidis
1179	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nigrosabulum	Nigrosabulum_globosum
1180	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	Basidiobolus_sp
1181	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_gymnocephalus
1182	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Hyalorbilia	Hyalorbilia_sp
1183	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	unidentified	Clavicipitaceae_sp
1184	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Callistosporiaceae	unidentified	Callistosporiaceae_sp
1185	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_norrlandicus
1186	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_persicanus
1187	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria_sp
1188	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	unidentified	Tylosporaceae_sp
1189	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_firmula
1190	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_neotropicus
1191	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_anguioides
1192	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	unidentified	Stachybotryaceae_sp
1193	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocladium	Cylindrocladium_peruvianum
1194	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia_bicuspidata
1195	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_olearioides
1196	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera_membranacea
1197	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_pansicolor
1198	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Gigaspora	Gigaspora_gigantea
1199	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Thermomyces	Thermomyces_dupontii
1200	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Vuilleminiaceae	Cytidia	Cytidia_salicina
1201	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma_sp
1202	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Xanthoparmelia	Xanthoparmelia_ianthina
1203	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_nomius
1204	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_sp
1205	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_tamarii
1206	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	unidentified	Cortinariaceae_sp
1207	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	Byssochlamys_spectabilis
1208	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Kodamaea	Kodamaea_anthophila
1209	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Haematommataceae	Haematomma	Haematomma_africanum
1210	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Taeniospora	Taeniospora_sp
1211	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Diutina	Diutina_scorzettiae
1212	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Bannoa	Bannoa_syzygii
